time;SM_generator_IRotorPu;SM_generator_IStatorPu;SM_generator_omegaPu;SM_generator_PGenPu;SM_generator_QGenPu;SM_generator_theta;SM_generator_UPu;SM_generator_efdPu;SM_generator_PmPu;SM_voltageRegulator_UUelPu;
1.081947;6.062087;14.400625;1.005706;0.000000;1.399802;0.909836;0.097204;-0.008879;0.892857;0.000000;
1.086763;6.036314;14.246111;1.006040;0.000000;1.369929;0.918722;0.096161;-0.013211;0.892857;0.000000;
1.096395;5.979932;13.962981;1.006709;0.000000;1.316013;0.938011;0.094250;-0.021014;0.892857;0.000000;
1.106027;5.918344;13.708335;1.007377;0.000000;1.268388;0.959322;0.092531;-0.027981;0.892857;0.000000;
1.115659;5.853096;13.474891;1.008044;-0.000000;1.225616;0.982653;0.090956;-0.034546;0.892857;0.000000;
1.125291;5.785398;13.257987;1.008711;0.000000;1.186476;1.008003;0.089491;-0.040277;0.892857;0.000000;
1.134923;5.716157;13.053695;1.009378;0.000000;1.150193;1.035371;0.088112;-0.045447;0.892857;0.000000;
1.144555;5.646040;12.859910;1.010044;0.000000;1.116119;1.064755;0.086804;-0.050476;0.892857;0.000000;
1.154187;5.575524;12.673314;1.010710;-0.000000;1.083979;1.096154;0.085545;-0.054871;0.892857;0.000000;
1.163182;5.509634;12.504197;1.011331;-0.000000;1.055382;1.127293;0.084403;-0.059342;0.892857;0.000000;
1.163182;5.509635;12.504152;1.011331;0.000000;1.055383;1.127293;0.084403;-0.059342;0.892857;0.000000;
1.163251;5.509129;12.502879;1.011336;0.000000;1.055173;1.127539;0.084394;-0.059451;0.892857;0.000000;
1.163320;5.508623;12.501606;1.011340;-0.000000;1.054959;1.127786;0.084386;-0.059523;0.892857;0.000000;
1.163458;5.507610;12.499062;1.011350;-0.000000;1.054529;1.128278;0.084369;-0.059594;0.892857;0.000000;
1.163734;5.505585;12.493976;1.011369;-0.000000;1.053671;1.129264;0.084334;-0.059717;0.892857;0.000000;
1.164287;5.501536;12.483824;1.011407;-0.000000;1.051960;1.131245;0.084266;-0.059968;0.892857;0.000000;
1.165392;5.493442;12.463584;1.011483;-0.000000;1.048551;1.135232;0.084129;-0.060470;0.892857;0.000000;
1.167603;5.477271;12.423349;1.011636;-0.000000;1.041792;1.143312;0.083858;-0.061471;0.892857;0.000000;
1.172024;5.445012;12.343803;1.011941;0.000000;1.028494;1.159897;0.083321;-0.063452;0.892857;0.000000;
1.180866;5.380911;12.188027;1.012551;-0.000000;1.002699;1.194761;0.082269;-0.067339;0.892857;0.000000;
1.189708;5.317289;12.035933;1.013160;0.000000;0.977772;1.231317;0.081243;-0.071036;0.892857;0.000000;
1.198550;5.254189;11.886693;1.013769;-0.000000;0.953612;1.269566;0.080235;-0.074844;0.892857;0.000000;
1.216234;5.129319;11.591538;1.014987;0.000000;0.906970;1.350010;0.078243;-0.081553;0.892857;0.000000;
1.232149;5.018816;11.334650;1.016081;0.000000;0.867137;1.427818;0.076509;-0.087792;0.892857;0.000000;
1.248065;4.910278;11.084357;1.017174;-0.000000;0.829337;1.511001;0.074819;-0.093366;0.892857;0.000000;
1.263980;4.803768;10.840291;1.018266;-0.000000;0.793075;1.599616;0.073172;-0.099043;0.892857;0.000000;
1.279896;4.699310;10.601862;1.019357;-0.000000;0.758697;1.693678;0.071563;-0.104748;0.892857;0.000000;
1.311000;4.501054;10.150780;1.021486;-0.000000;0.695574;1.893225;0.068518;-0.114614;0.892857;0.000000;
1.311000;5.037570;18.728629;1.021486;7.626609;-9.600182;1.893225;0.654659;-0.114614;0.892857;0.000000;
1.311000;5.037570;18.728628;1.021486;7.626609;-9.600182;1.893225;0.654659;-0.113785;0.892857;0.000000;
1.311000;5.037570;18.728628;1.021486;7.626609;-9.600182;1.893225;0.654659;-0.112955;0.892857;0.000000;
1.311000;5.037570;18.728627;1.021486;7.626609;-9.600182;1.893225;0.654659;-0.111298;0.892857;0.000000;
1.311000;5.037571;18.728626;1.021486;7.626609;-9.600181;1.893225;0.654659;-0.107984;0.892857;0.000000;
1.311000;5.037571;18.728623;1.021486;7.626610;-9.600180;1.893225;0.654659;-0.101369;0.892857;0.000000;
1.311000;5.037572;18.728618;1.021486;7.626611;-9.600178;1.893226;0.654659;-0.088184;0.892857;0.000000;
1.311000;5.037574;18.728607;1.021486;7.626613;-9.600174;1.893226;0.654659;-0.061991;0.892857;0.000000;
1.311000;5.037578;18.728585;1.021486;7.626617;-9.600166;1.893228;0.654660;-0.010308;0.892857;0.000000;
1.311000;5.037586;18.728542;1.021486;7.626626;-9.600149;1.893230;0.654661;0.090311;0.892857;0.000000;
1.311001;5.037603;18.728456;1.021486;7.626644;-9.600116;1.893235;0.654663;0.281095;0.892857;0.000000;
1.311002;5.037620;18.728370;1.021485;7.626661;-9.600083;1.893240;0.654665;0.458597;0.892857;0.000000;
1.311003;5.037637;18.728284;1.021485;7.626679;-9.600050;1.893245;0.654667;0.623695;0.892857;0.000000;
1.311003;5.037655;18.728199;1.021485;7.626697;-9.600016;1.893250;0.654670;0.777239;0.892857;0.000000;
1.311004;5.037672;18.728113;1.021485;7.626716;-9.599983;1.893255;0.654672;0.920032;0.892857;0.000000;
1.311005;5.037690;18.728028;1.021485;7.626734;-9.599950;1.893259;0.654674;1.052825;0.892857;0.000000;
1.311006;5.037708;18.727942;1.021485;7.626753;-9.599917;1.893264;0.654676;1.176318;0.892857;0.000000;
1.311006;5.037726;18.727857;1.021485;7.626772;-9.599883;1.893269;0.654679;1.291161;0.892857;0.000000;
1.311007;5.037744;18.727772;1.021485;7.626790;-9.599850;1.893274;0.654681;1.397962;0.892857;0.000000;
1.311008;5.037762;18.727687;1.021485;7.626809;-9.599816;1.893279;0.654683;1.497282;0.892857;0.000000;
1.311008;5.037780;18.727602;1.021485;7.626828;-9.599783;1.893284;0.654685;1.589647;0.892857;0.000000;
1.311009;5.037799;18.727517;1.021485;7.626848;-9.599749;1.893289;0.654687;1.675542;0.892857;0.000000;
1.311010;5.037818;18.727432;1.021485;7.626867;-9.599716;1.893294;0.654690;1.755422;0.892857;0.000000;
1.311011;5.037855;18.727262;1.021485;7.626906;-9.599649;1.893303;0.654694;1.899276;0.892857;0.000000;
1.311013;5.037889;18.727110;1.021485;7.626941;-9.599588;1.893312;0.654698;2.012040;0.892857;0.000000;
1.311014;5.037923;18.726957;1.021485;7.626976;-9.599528;1.893321;0.654702;2.111041;0.892857;0.000000;
1.311015;5.037958;18.726805;1.021485;7.627012;-9.599467;1.893330;0.654706;2.197882;0.892857;0.000000;
1.311017;5.037993;18.726653;1.021485;7.627048;-9.599407;1.893339;0.654710;2.274042;0.892857;0.000000;
1.311018;5.038028;18.726501;1.021484;7.627083;-9.599346;1.893347;0.654714;2.340825;0.892857;0.000000;
1.311019;5.038063;18.726349;1.021484;7.627119;-9.599286;1.893356;0.654718;2.399385;0.892857;0.000000;
1.311020;5.038098;18.726198;1.021484;7.627155;-9.599225;1.893365;0.654722;2.450733;0.892857;0.000000;
1.311022;5.038133;18.726046;1.021484;7.627192;-9.599164;1.893374;0.654726;2.495757;0.892857;0.000000;
1.311023;5.038168;18.725894;1.021484;7.627228;-9.599104;1.893383;0.654730;2.535235;0.892857;0.000000;
1.311024;5.038204;18.725743;1.021484;7.627264;-9.599043;1.893392;0.654734;2.569852;0.892857;0.000000;
1.311026;5.038239;18.725591;1.021484;7.627301;-9.598982;1.893400;0.654738;2.600206;0.892857;0.000000;
1.311028;5.038310;18.725289;1.021484;7.627374;-9.598861;1.893418;0.654746;2.650667;0.892857;0.000000;
1.311031;5.038382;18.724986;1.021484;7.627447;-9.598739;1.893436;0.654754;2.689536;0.892857;0.000000;
1.311034;5.038453;18.724683;1.021484;7.627520;-9.598618;1.893453;0.654761;2.719361;0.892857;0.000000;
1.311036;5.038525;18.724381;1.021483;7.627594;-9.598496;1.893471;0.654769;2.742203;0.892857;0.000000;
1.311039;5.038597;18.724079;1.021483;7.627667;-9.598374;1.893488;0.654777;2.759685;0.892857;0.000000;
1.311041;5.038669;18.723777;1.021483;7.627741;-9.598253;1.893506;0.654785;2.773059;0.892857;0.000000;
1.311044;5.038740;18.723474;1.021483;7.627815;-9.598131;1.893524;0.654793;2.783291;0.892857;0.000000;
1.311047;5.038812;18.723172;1.021483;7.627888;-9.598010;1.893541;0.654801;2.791121;0.892857;0.000000;
1.311049;5.038884;18.722870;1.021483;7.627962;-9.597888;1.893559;0.654809;2.797114;0.892857;0.000000;
1.311054;5.039028;18.722266;1.021482;7.628110;-9.597645;1.893594;0.654825;2.805573;0.892857;0.000000;
1.311060;5.039172;18.721662;1.021482;7.628257;-9.597401;1.893629;0.654841;2.810542;0.892857;0.000000;
1.311065;5.039316;18.721059;1.021482;7.628405;-9.597158;1.893664;0.654857;2.813386;0.892857;0.000000;
1.311070;5.039461;18.720455;1.021481;7.628553;-9.596915;1.893700;0.654872;2.814991;0.892857;0.000000;
1.311075;5.039605;18.719852;1.021481;7.628701;-9.596671;1.893735;0.654888;2.815896;0.892857;0.000000;
1.311086;5.039893;18.718645;1.021480;7.628996;-9.596185;1.893805;0.654920;2.816890;0.892857;0.000000;
1.311096;5.040181;18.717440;1.021480;7.629292;-9.595698;1.893876;0.654952;2.817086;0.892857;0.000000;
1.311117;5.040757;18.715030;1.021478;7.629883;-9.594725;1.894017;0.655015;2.817427;0.892857;0.000000;
1.311159;5.041910;18.710219;1.021476;7.631067;-9.592780;1.894298;0.655141;2.818068;0.892857;0.000000;
1.311242;5.044215;18.700626;1.021471;7.633436;-9.588893;1.894862;0.655394;2.819331;0.892857;0.000000;
1.311409;5.048822;18.681560;1.021460;7.638180;-9.581132;1.895987;0.655896;2.821846;0.892857;0.000000;
1.311743;5.058026;18.643904;1.021439;7.647698;-9.565657;1.898237;0.656890;2.826844;0.892857;0.000000;
1.312411;5.076398;18.570468;1.021397;7.666839;-9.534915;1.902728;0.658841;2.836719;0.892857;0.000000;
1.313747;5.112982;18.430863;1.021313;7.705492;-9.474311;1.911673;0.662594;2.855990;0.892857;0.000000;
1.315083;5.149377;18.299008;1.021227;7.745327;-9.414126;1.920583;0.666201;2.873962;0.892857;0.000000;
1.316419;5.185582;18.174745;1.021141;7.786327;-9.354377;1.929456;0.669665;2.891220;0.892857;0.000000;
1.319091;5.257423;17.944576;1.020966;7.872243;-9.235598;1.947117;0.676272;2.922918;0.892857;0.000000;
1.319340;5.264077;17.924481;1.020949;7.880423;-9.224672;1.948756;0.676862;2.925854;0.892857;0.000000;
1.319340;5.264078;17.924497;1.020949;7.880449;-9.224647;1.948756;0.676862;2.925854;0.892857;0.000000;
1.319374;5.264985;17.921773;1.020947;7.881573;-9.223154;1.948979;0.676943;2.926355;0.892857;0.000000;
1.319408;5.265891;17.919054;1.020945;7.882697;-9.221661;1.949202;0.677023;2.927087;0.892857;0.000000;
1.319476;5.267704;17.913627;1.020940;7.884948;-9.218675;1.949649;0.677183;2.927990;0.892857;0.000000;
1.319612;5.271328;17.902845;1.020931;7.889441;-9.212725;1.950542;0.677501;2.929578;0.892857;0.000000;
1.319884;5.278567;17.881535;1.020913;7.898422;-9.200880;1.952326;0.678133;2.932743;0.892857;0.000000;
1.320427;5.293013;17.839912;1.020877;7.916353;-9.177420;1.955888;0.679374;2.939008;0.892857;0.000000;
1.321513;5.321769;17.760547;1.020803;7.952076;-9.131428;1.962987;0.681770;2.951263;0.892857;0.000000;
1.322599;5.350369;17.685371;1.020729;7.988098;-9.086141;1.970061;0.684082;2.962775;0.892857;0.000000;
1.323685;5.378814;17.614305;1.020654;8.024415;-9.041556;1.977109;0.686312;2.973867;0.892857;0.000000;
1.325858;5.435273;17.482241;1.020503;8.098460;-8.953786;1.991145;0.690582;2.994669;0.892857;0.000000;
1.328030;5.491086;17.364738;1.020349;8.173232;-8.869034;2.005083;0.694554;3.014299;0.892857;0.000000;
1.330203;5.546211;17.261182;1.020193;8.248023;-8.787844;2.018916;0.698227;3.032771;0.892857;0.000000;
1.334548;5.654250;17.092284;1.019871;8.396262;-8.636809;2.046256;0.704727;3.064792;0.892857;0.000000;
1.338892;5.759216;16.968912;1.019539;8.540206;-8.502046;2.073149;0.710164;3.091718;0.892857;0.000000;
1.343237;5.860955;16.884696;1.019196;8.677627;-8.384094;2.099582;0.714624;3.112677;0.892857;0.000000;
1.347582;5.959340;16.833803;1.018843;8.806839;-8.282950;2.125540;0.718194;3.130921;0.892857;0.000000;
1.351021;6.034758;16.813379;1.018557;8.902300;-8.214588;2.145741;0.720447;3.142100;0.892857;0.000000;
1.351021;6.034776;16.813829;1.018557;8.902735;-8.214402;2.145741;0.720444;3.142100;0.892857;0.000000;
1.351061;6.035642;16.813690;1.018554;8.903802;-8.213672;2.145974;0.720467;3.142658;0.892857;0.000000;
1.351101;6.036507;16.813555;1.018551;8.904870;-8.212944;2.146208;0.720490;3.142952;0.892857;0.000000;
1.351182;6.038238;16.813292;1.018544;8.907004;-8.211490;2.146675;0.720536;3.143248;0.892857;0.000000;
1.351342;6.041694;16.812797;1.018530;8.911248;-8.208610;2.147608;0.720627;3.143674;0.892857;0.000000;
1.351662;6.048588;16.811918;1.018503;8.919666;-8.202941;2.149471;0.720805;3.144557;0.892857;0.000000;
1.352303;6.062304;16.810597;1.018449;8.936219;-8.191958;2.153186;0.721145;3.146279;0.892857;0.000000;
