"time","infiniteBusWithVariations.UPu","infiniteBusWithVariations.PPu","infiniteBusWithVariations.QPu"
0.29,1,0.5999999999999998,0.09999999999999944
0.291,1,0.5999999999999998,0.09999999999999944
0.292,1,0.5999999999999998,0.09999999999999944
0.293,1,0.5999999999999998,0.09999999999999945
0.294,1,0.5999999999999998,0.09999999999999945
0.295,1,0.5999999999999998,0.09999999999999945
0.296,1,0.5999999999999998,0.09999999999999945
0.297,1,0.5999999999999998,0.09999999999999945
0.298,1,0.5999999999999998,0.09999999999999945
0.299,1,0.5999999999999998,0.09999999999999946
0.3,1,0.5999999999999998,0.09999999999999946
0.301,1,0.5999999999999998,0.09999999999999946
0.302,1,0.5999999999999998,0.09999999999999946
0.303,1,0.5999999999999998,0.09999999999999946
0.304,1,0.5999999999999998,0.09999999999999949
0.305,1,0.5999999999999998,0.09999999999999949
0.306,1,0.5999999999999998,0.09999999999999949
0.307,1,0.5999999999999998,0.09999999999999949
0.308,1,0.5999999999999998,0.09999999999999949
0.309,1,0.5999999999999998,0.09999999999999949
0.31,1,0.5999999999999998,0.09999999999999949
0.311,1,0.5999999999999998,0.09999999999999949
0.312,1,0.5999999999999998,0.09999999999999949
0.313,1,0.5999999999999998,0.09999999999999949
0.314,1,0.5999999999999998,0.09999999999999951
0.315,1,0.5999999999999998,0.09999999999999951
0.316,1,0.5999999999999998,0.09999999999999951
0.317,1,0.5999999999999998,0.09999999999999951
0.318,1,0.5999999999999998,0.09999999999999951
0.319,1,0.5999999999999998,0.09999999999999952
0.32,1,0.5999999999999998,0.09999999999999952
0.321,1,0.5999999999999998,0.09999999999999952
0.322,1,0.5999999999999998,0.09999999999999952
0.323,1,0.5999999999999998,0.09999999999999952
0.324,1,0.5999999999999998,0.09999999999999953
0.325,1,0.5999999999999998,0.09999999999999953
0.326,1,0.5999999999999998,0.09999999999999953
0.327,1,0.5999999999999998,0.09999999999999953
0.328,1,0.5999999999999998,0.09999999999999953
0.329,1,0.5999999999999998,0.09999999999999956
0.33,1,0.5999999999999998,0.09999999999999956
0.331,1,0.5999999999999998,0.09999999999999956
0.332,1,0.5999999999999998,0.09999999999999956
0.333,1,0.5999999999999998,0.09999999999999956
0.334,1,0.5999999999999998,0.09999999999999956
0.335,1,0.5999999999999998,0.09999999999999956
0.336,1,0.5999999999999998,0.09999999999999956
0.337,1,0.5999999999999998,0.09999999999999956
0.338,1,0.5999999999999998,0.09999999999999956
0.339,1,0.5999999999999998,0.09999999999999956
0.34,1,0.5999999999999998,0.09999999999999958
0.341,1,0.5999999999999998,0.09999999999999958
0.342,1,0.5999999999999998,0.09999999999999958
0.343,1,0.5999999999999998,0.09999999999999958
0.344,1,0.5999999999999998,0.09999999999999958
0.345,1,0.5999999999999998,0.09999999999999959
0.346,1,0.5999999999999998,0.09999999999999959
0.347,1,0.5999999999999998,0.09999999999999959
0.348,1,0.5999999999999998,0.09999999999999959
0.349,1,0.5999999999999998,0.09999999999999959
0.35,1,0.5999999999999998,0.09999999999999962
0.351,1,0.5999999999999998,0.09999999999999962
0.352,1,0.5999999999999998,0.09999999999999962
0.353,1,0.5999999999999998,0.09999999999999962
0.354,1,0.5999999999999998,0.09999999999999962
0.355,1,0.5999999999999998,0.09999999999999962
0.356,1,0.5999999999999998,0.09999999999999962
0.357,1,0.5999999999999998,0.09999999999999962
0.358,1,0.5999999999999998,0.09999999999999962
0.359,1,0.5999999999999998,0.09999999999999962
0.36,1,0.5999999999999998,0.09999999999999963
0.361,1,0.5999999999999998,0.09999999999999963
0.362,1,0.5999999999999998,0.09999999999999963
0.363,1,0.5999999999999998,0.09999999999999963
0.364,1,0.5999999999999998,0.09999999999999963
0.365,1,0.5999999999999998,0.09999999999999964
0.366,1,0.5999999999999998,0.09999999999999964
0.367,1,0.5999999999999998,0.09999999999999964
0.368,1,0.5999999999999998,0.09999999999999964
0.369,1,0.5999999999999998,0.09999999999999964
0.37,1,0.5999999999999998,0.09999999999999964
0.371,1,0.5999999999999998,0.09999999999999966
0.372,1,0.5999999999999998,0.09999999999999966
0.373,1,0.5999999999999998,0.09999999999999966
0.374,1,0.5999999999999998,0.09999999999999966
0.375,1,0.5999999999999998,0.09999999999999966
0.376,1,0.5999999999999998,0.09999999999999969
0.377,1,0.5999999999999998,0.09999999999999969
0.378,1,0.5999999999999998,0.09999999999999969
0.379,1,0.5999999999999998,0.09999999999999969
0.38,1,0.5999999999999998,0.09999999999999969
0.381,1,0.5999999999999998,0.09999999999999969
0.382,1,0.5999999999999998,0.09999999999999969
0.383,1,0.5999999999999998,0.09999999999999969
0.384,1,0.5999999999999998,0.09999999999999969
0.385,1,0.5999999999999998,0.09999999999999969
0.386,1,0.5999999999999998,0.0999999999999997
0.387,1,0.5999999999999998,0.0999999999999997
0.388,1,0.5999999999999998,0.0999999999999997
0.389,1,0.5999999999999998,0.0999999999999997
0.39,1,0.5999999999999998,0.0999999999999997
0.391,1,0.5999999999999998,0.09999999999999971
0.392,1,0.5999999999999998,0.09999999999999971
0.393,1,0.5999999999999998,0.09999999999999971
0.394,1,0.5999999999999998,0.09999999999999971
0.395,1,0.5999999999999998,0.09999999999999971
0.396,1,0.5999999999999998,0.09999999999999974
0.397,1,0.5999999999999998,0.09999999999999974
0.398,1,0.5999999999999998,0.09999999999999974
0.399,1,0.5999999999999998,0.09999999999999974
0.4,1,0.5999999999999998,0.09999999999999974
0.401,1,0.5999999999999998,0.09999999999999974
0.402,1,0.5999999999999998,0.09999999999999974
0.403,1,0.5999999999999998,0.09999999999999974
0.404,1,0.5999999999999998,0.09999999999999974
0.405,1,0.5999999999999998,0.09999999999999974
0.406,1,0.5999999999999998,0.09999999999999974
0.407,1,0.5999999999999998,0.09999999999999976
0.408,1,0.5999999999999998,0.09999999999999976
0.409,1,0.5999999999999998,0.09999999999999976
0.41,1,0.5999999999999998,0.09999999999999976
0.411,1,0.5999999999999998,0.09999999999999976
0.412,1,0.5999999999999998,0.09999999999999977
0.413,1,0.5999999999999998,0.09999999999999977
0.414,1,0.5999999999999998,0.09999999999999977
0.415,1,0.5999999999999998,0.09999999999999977
0.416,1,0.5999999999999998,0.09999999999999977
0.417,1,0.5999999999999998,0.09999999999999978
0.418,1,0.5999999999999998,0.09999999999999978
0.419,1,0.5999999999999998,0.09999999999999978
0.42,1,0.5999999999999998,0.09999999999999978
0.421,1,0.5999999999999998,0.09999999999999978
0.422,1,0.5999999999999998,0.09999999999999981
0.423,1,0.5999999999999998,0.09999999999999981
0.424,1,0.5999999999999998,0.09999999999999981
0.425,1,0.5999999999999998,0.09999999999999981
0.426,1,0.5999999999999998,0.09999999999999981
0.427,1,0.5999999999999998,0.09999999999999981
0.428,1,0.5999999999999998,0.09999999999999981
0.429,1,0.5999999999999998,0.09999999999999981
0.43,1,0.5999999999999998,0.09999999999999981
0.431,1,0.5999999999999998,0.09999999999999981
0.432,1,0.5999999999999998,0.09999999999999983
0.433,1,0.5999999999999998,0.09999999999999983
0.434,1,0.5999999999999998,0.09999999999999983
0.435,1,0.5999999999999998,0.09999999999999983
0.436,1,0.5999999999999998,0.09999999999999983
0.437,1,0.5999999999999998,0.09999999999999983
0.438,1,0.5999999999999998,0.09999999999999984
0.439,1,0.5999999999999998,0.09999999999999984
0.44,1,0.5999999999999998,0.09999999999999984
0.441,1,0.5999999999999998,0.09999999999999984
0.442,1,0.5999999999999998,0.09999999999999984
0.443,1,0.5999999999999998,0.09999999999999987
0.444,1,0.5999999999999998,0.09999999999999987
0.445,1,0.5999999999999998,0.09999999999999987
0.446,1,0.5999999999999998,0.09999999999999987
0.447,1,0.5999999999999998,0.09999999999999987
0.448,1,0.5999999999999998,0.09999999999999987
0.449,1,0.5999999999999998,0.09999999999999987
0.45,1,0.5999999999999998,0.09999999999999987
0.451,1,0.5999999999999998,0.09999999999999987
0.452,1,0.5999999999999998,0.09999999999999987
0.453,1,0.5999999999999998,0.09999999999999987
0.454,1,0.5999999999999998,0.09999999999999987
0.455,1,0.5999999999999998,0.09999999999999987
0.456,1,0.5999999999999998,0.09999999999999987
0.457,1,0.5999999999999998,0.09999999999999987
0.458,1,0.5999999999999998,0.09999999999999987
0.459,1,0.5999999999999998,0.09999999999999987
0.46,1,0.5999999999999998,0.09999999999999987
0.461,1,0.5999999999999998,0.09999999999999987
0.462,1,0.5999999999999998,0.09999999999999987
0.463,1,0.5999999999999998,0.09999999999999987
0.464,1,0.5999999999999998,0.09999999999999987
0.465,1,0.5999999999999998,0.09999999999999987
0.466,1,0.5999999999999998,0.09999999999999987
0.467,1,0.5999999999999998,0.09999999999999987
0.468,1,0.5999999999999998,0.09999999999999987
0.469,1,0.5999999999999998,0.09999999999999987
0.47,1,0.5999999999999998,0.09999999999999987
0.471,1,0.5999999999999998,0.09999999999999987
0.472,1,0.5999999999999998,0.09999999999999987
0.473,1,0.5999999999999998,0.09999999999999987
0.474,1,0.5999999999999998,0.09999999999999987
0.475,1,0.5999999999999998,0.09999999999999987
0.476,1,0.5999999999999998,0.09999999999999987
0.477,1,0.5999999999999998,0.09999999999999987
0.478,1,0.5999999999999998,0.09999999999999987
0.479,1,0.5999999999999998,0.09999999999999987
0.48,1,0.5999999999999998,0.09999999999999987
0.481,1,0.5999999999999998,0.09999999999999987
0.482,1,0.5999999999999998,0.09999999999999987
0.483,1,0.5999999999999998,0.09999999999999987
0.484,1,0.5999999999999998,0.09999999999999987
0.485,1,0.5999999999999998,0.09999999999999987
0.486,1,0.5999999999999998,0.09999999999999987
0.487,1,0.5999999999999998,0.09999999999999987
0.488,1,0.5999999999999998,0.09999999999999987
0.489,1,0.5999999999999998,0.09999999999999987
0.49,1,0.5999999999999998,0.09999999999999987
0.491,1,0.5999999999999998,0.09999999999999987
0.492,1,0.5999999999999998,0.09999999999999987
0.493,1,0.5999999999999998,0.09999999999999987
0.494,1,0.5999999999999998,0.09999999999999987
0.495,1,0.5999999999999998,0.09999999999999987
0.496,1,0.5999999999999998,0.09999999999999987
0.497,1,0.5999999999999998,0.09999999999999987
0.498,1,0.5999999999999998,0.09999999999999987
0.499,1,0.5999999999999998,0.09999999999999987
0.5,1,0.5999999999999998,0.09999999999999987
0.501,1,0.5999999999999998,0.09999999999999987
0.502,1,0.5999999999999998,0.09999999999999987
0.503,1,0.5999999999999998,0.09999999999999987
0.504,1,0.5999999999999998,0.09999999999999987
0.505,1,0.5999999999999998,0.09999999999999987
0.506,1,0.5999999999999998,0.09999999999999987
0.507,1,0.5999999999999998,0.09999999999999987
0.508,1,0.5999999999999998,0.09999999999999987
0.509,1,0.5999999999999998,0.09999999999999987
0.51,1,0.5999999999999998,0.09999999999999987
0.511,1,0.5999999999999998,0.09999999999999987
0.512,1,0.5999999999999998,0.09999999999999987
0.513,1,0.5999999999999998,0.09999999999999987
0.514,1,0.5999999999999998,0.09999999999999987
0.515,1,0.5999999999999998,0.09999999999999987
0.516,1,0.5999999999999998,0.09999999999999987
0.517,1,0.5999999999999998,0.09999999999999987
0.518,1,0.5999999999999998,0.09999999999999987
0.519,1,0.5999999999999998,0.09999999999999987
0.52,1,0.5999999999999998,0.09999999999999987
0.521,1,0.5999999999999998,0.09999999999999987
0.522,1,0.5999999999999998,0.09999999999999987
0.523,1,0.5999999999999998,0.09999999999999987
0.524,1,0.5999999999999998,0.09999999999999987
0.525,1,0.5999999999999998,0.09999999999999987
0.526,1,0.5999999999999998,0.09999999999999987
0.527,1,0.5999999999999998,0.09999999999999987
0.528,1,0.5999999999999998,0.09999999999999987
0.529,1,0.5999999999999998,0.09999999999999987
0.53,1,0.5999999999999998,0.09999999999999987
0.531,1,0.5999999999999998,0.09999999999999987
0.532,1,0.5999999999999998,0.09999999999999987
0.533,1,0.5999999999999998,0.09999999999999987
0.534,1,0.5999999999999998,0.09999999999999987
0.535,1,0.5999999999999998,0.09999999999999987
0.536,1,0.5999999999999998,0.09999999999999987
0.537,1,0.5999999999999998,0.09999999999999987
0.538,1,0.5999999999999998,0.09999999999999987
0.539,1,0.5999999999999998,0.09999999999999987
0.54,1,0.5999999999999998,0.09999999999999987
0.541,1,0.5999999999999998,0.09999999999999987
0.542,1,0.5999999999999998,0.09999999999999987
0.543,1,0.5999999999999998,0.09999999999999987
0.544,1,0.5999999999999998,0.09999999999999987
0.545,1,0.5999999999999998,0.09999999999999987
0.546,1,0.5999999999999998,0.09999999999999987
0.547,1,0.5999999999999998,0.09999999999999987
0.548,1,0.5999999999999998,0.09999999999999987
0.549,1,0.5999999999999998,0.09999999999999987
0.55,1,0.5999999999999998,0.09999999999999987
0.551,1,0.5999999999999998,0.09999999999999987
0.552,1,0.5999999999999998,0.09999999999999987
0.553,1,0.5999999999999998,0.09999999999999987
0.554,1,0.5999999999999998,0.09999999999999987
0.555,1,0.5999999999999998,0.09999999999999987
0.556,1,0.5999999999999998,0.09999999999999987
0.557,1,0.5999999999999998,0.09999999999999987
0.558,1,0.5999999999999998,0.09999999999999987
0.559,1,0.5999999999999998,0.09999999999999987
0.56,1,0.5999999999999998,0.09999999999999987
0.561,1,0.5999999999999998,0.09999999999999987
0.562,1,0.5999999999999998,0.09999999999999987
0.563,1,0.5999999999999998,0.09999999999999987
0.564,1,0.5999999999999998,0.09999999999999987
0.565,1,0.5999999999999998,0.09999999999999987
0.566,1,0.5999999999999998,0.09999999999999987
0.567,1,0.5999999999999998,0.09999999999999987
0.568,1,0.5999999999999998,0.09999999999999987
0.569,1,0.5999999999999998,0.09999999999999987
0.57,1,0.5999999999999998,0.09999999999999987
0.571,1,0.5999999999999998,0.09999999999999987
0.572,1,0.5999999999999998,0.09999999999999987
0.573,1,0.5999999999999998,0.09999999999999987
0.574,1,0.5999999999999998,0.09999999999999987
0.575,1,0.5999999999999998,0.09999999999999987
0.576,1,0.5999999999999998,0.09999999999999987
0.577,1,0.5999999999999998,0.09999999999999987
0.578,1,0.5999999999999998,0.09999999999999987
0.579,1,0.5999999999999998,0.09999999999999987
0.58,1,0.5999999999999998,0.09999999999999987
0.581,1,0.5999999999999998,0.09999999999999987
0.582,1,0.5999999999999998,0.09999999999999987
0.583,1,0.5999999999999998,0.09999999999999987
